time_at_cal,major,coding_exp_words,coding_exp_scale,cal_fav,piercings,pets_and_sibs,diet,prof_label,study_place,olympics,season,mts_beach,coffee_tea,tech_relationships,climate,crypto,ai,covid,fire_alarm,election,hotdogs,horse_duck,is_artist,is_comp_sci,is_entrepreneur,is_humanist,is_nat_sci,is_other,is_soc_sci
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,3,The people,0,1 sister,I eat both plants and animals.,Entrepreneur,Haas pavilion,Snowboarding,Summer,In the mountains,Coffee,7,6,3,4,0.11,0.8,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,cognitive science,None.,1,NA,3,1,I eat mostly plants.,Artist,NA,Alpine skiing,Fall,In the mountains,Tea,3,5,7,9,NA,NA,NA,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,4,Bongo Burgers,1,3,I eat both plants and animals.,Social Scientist,East Asian,Ice skating,Fall,In the mountains,Coffee,10,6,5,10,0.45,0.56,0.6,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Society and Environment,None.,NA,The school spirit!,4,2,I eat both plants and animals.,Humanist,Not sure yet!,Snowboarding,Summer,At the beach,Coffee,4,7,8,7,0.15,1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,Philosophy and Business,None.,2,Strong academics,0,3,I eat both plants and animals.,Artist,my apartment,I am not excited to watch the Olympics.,Winter,At the beach,Coffee,2,7,5,6,0.14,0.69,NA,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,7,"The campus is amazing, and the facilities are super cool",0,"1 dog , 0 siblings",I eat both plants and animals.,Entrepreneur,Library,Snowboarding,Winter,At the beach,Coffee,7,4,4,8,0.05,0.1,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,2,Friendly people! (mostly),0,0 + 1,I eat only plants.,Other,Main stacks,I am not excited to watch the Olympics.,Summer,In the mountains,Coffee,7,7,5,6,0.7,1,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Applied Mathematics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,NA,2,2 pets and 1 sibling,I eat both plants and animals.,Natural Scientist,NA,Snowboarding,Summer,In the mountains,Tea,4,5,6,6,0.2,0.65,0.06,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,EECS+Business,A good deal. I have several years of experience writing code.,9,NA,2,1,I eat both plants and animals.,Computational Scientist,haas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,EECS,A good deal. I have several years of experience writing code.,7,The lively community!,0,0,I eat both plants and animals.,Natural Scientist,Edmonds Cafe,Alpine skiing,Winter,In the mountains,Coffee,3,8,7,4,0.05,0.4,0.015,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Pyschology,None.,2,I love the weather,0,one older sister,I eat both plants and animals.,Other,doe library,Snowboarding,Spring,At the beach,Tea,8,8,3,9,0.9,1,0.01,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,The campus and the community.,0,1 pet,I eat both plants and animals.,Social Scientist,Doe Library,Alpine skiing,Winter,In the mountains,Coffee,2,8,7,6,0.05,0.2,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,3,The views,0,2,I eat both plants and animals.,Entrepreneur,The Stadium,Alpine skiing,Summer,In the mountains,Tea,8,4,2,9,0.3,0.8,0.07,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration,None.,1,campus resources,2,"0 pets, 3 siblings",I eat both plants and animals.,Humanist,mainstacks,Ice skating,Winter,At the beach,I don't drink either,5,3,7,2,0.06,0.34,0.04,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,Business (haas),Very little. I've just dipped my toe in.,2,The size and how you can tailor it to make it your own,0,"2 pets, 3 siblings",I eat both plants and animals.,Entrepreneur,Kips,Alpine skiing,Winter,In the mountains,I don't drink either,9,5,3,4,1,0.8,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my first year.,History,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,View from my apartment,0,1,I eat both plants and animals.,Entrepreneur,library,Speed skating,Winter,In the mountains,Tea,6,7,5,8,0.24,0.05,0.06,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Pyschology,Very little. I've just dipped my toe in.,5,Edwards,0,1 sibling,I eat both plants and animals.,Entrepreneur,Haas,Snowboarding,Spring,In the mountains,Coffee,5,5,5,6,0.01,0.01,0.04,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,psychology and Spanish,None.,1,the opportunities it gives me,5+,3 siblings and no pets,I eat both plants and animals.,Social Scientist,The balcony connected to free speech cafe,Ice skating,Fall,At the beach,Coffee,8,3,1,10,0.4,0.1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Psychology,None.,1,My favorite thing about Cal is the location and diversity in each community it brings.,4,I have 2 pets and 2 siblings.,I eat both plants and animals.,Other,My dorm,I am not excited to watch the Olympics.,Fall,At the beach,Tea,5,5,5,5,NA,NA,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Econ,None.,1,football games,2,4,I eat both plants and animals.,Entrepreneur,Rooftop,I am not excited to watch the Olympics.,Spring,In the mountains,I don't drink either,3,5,5,6,0.683,0.1,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,2,NA,0,4,I eat both plants and animals.,Social Scientist,NA,Curling,Summer,At the beach,Coffee,3,2,1,2,NA,NA,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,data science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,club,5+,3,I eat both plants and animals.,Other,library,Speed skating,Summer,In the mountains,Tea,5,3,3,7,0.1,0.5,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Economics and Film & Media double major,Very little. I've just dipped my toe in.,2,the communities and clubs!,3,1,I eat both plants and animals.,Social Scientist,Wurster Library,Snowboarding,Winter,At the beach,Coffee,6,7,3,6,0.75,0.8,0.08,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Economics,None.,1,My favorite thing is my friends at Cal,1,2 siblings 3 dogs,I eat both plants and animals.,Other,Moffitt 5th floor,I am not excited to watch the Olympics.,Fall,In the mountains,Coffee,6,3,8,9,0.25,0.75,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,Declared Legal Studies; Intended double: econ,None.,1,The people,0,1,I eat both plants and animals.,Social Scientist,Free Speech/ Bussiness Library,Snowboarding,Summer,At the beach,I don't drink either,8,3,1,5,0.2,0.8,0.07,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,The school spirit.,1,1 younger sister and 2 dogs,I eat both plants and animals.,Social Scientist,Doe library,Ice skating,Spring,In the mountains,Tea,5,4,2,6,0.05,0.1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Econ and English,None.,1,NA,NA,"1 pet, 1 sibling",I eat mostly plants.,NA,NA,Ice skating,Summer,In the mountains,Tea,4,9,3,6,NA,NA,NA,No,Duck-sized horse,NA,NA,NA,NA,NA,NA,NA
I'm in my third year.,Molecular and Cell Biology + Business Administration,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,My favorite thing about Cal is genuinely its diversity in both its people and its culture. The area is rich in different cuisines and different traditions that can make anyone feel at home.,0,5,I eat both plants and animals.,Artist,Moffitt Library,Ice skating,Summer,At the beach,Coffee,4,5,8,4,0.05,0.5,0.05,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Applied Math,Some. I've had to write code for one or two classes and am comfortable with it.,4,Cal,0,1 cat 0 sibling,I eat both plants and animals.,NA,Library,Speed skating,Fall,In the mountains,Tea,8,2,5,7,0.3,0.4,NA,No,Duck-sized horse,NA,NA,NA,NA,NA,NA,NA
I'm in my third year.,"BS Business Administration, Undeclared Econ",Very little. I've just dipped my toe in.,4,how it changed my mindset on life,0,1,I eat both plants and animals.,Social Scientist,Main Stacks,Ice skating,Summer,At the beach,Coffee,3,9,4,3,0.05,0.1,0.01,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
More than 4 years.,Integrative Biology,None.,1,I like the challenge of it all and being surrounded by people who will help me grow,3,0 Pets + 3 Siblings,I eat both plants and animals.,Humanist,Moffitt floor 1,I am not excited to watch the Olympics.,Summer,At the beach,Tea,6,10,1,10,0.4,0.3,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,A good deal. I have several years of experience writing code.,9,The weather is much better (to my preference) than LA.,0,1 brother and 1 sister so 2,I eat both plants and animals.,Computational Scientist,"Nowhere, I prefer to study at home.",I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,6,7,6,3,0.2,0.75,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Economics,None.,1,"My favorite thing about Cal is the diversity. Everyone here comes from all walks of life. On the other hand, I've met some great Instructors who are enamored with their profession, and that makes me very happy to be here.",0,"I have an older brother, and I do not have any pets.",I eat both plants and animals.,Social Scientist,I usually study at the Moffitt Library or my dorm room.,Snowboarding,Spring,At the beach,I don't drink either,5,7,6,5,0.01,0.4,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,math,Very little. I've just dipped my toe in.,2,history of this campus,2,1 cat and 1 brother,I eat both plants and animals.,Other,library,Speed skating,Spring,In the mountains,Tea,6,4,5,4,0.1,0.3,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Data Science and Cognitive Science,Some. I've had to write code for one or two classes and am comfortable with it.,6,The people,0,1,I eat both plants and animals.,Natural Scientist,Moffit Library,Ice skating,Winter,At the beach,Coffee,5,8,6,7,0.3,0.7,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Intended Business Administration Major,None.,1,I love the people and the community!,1,"I have one sibling, a younger brother. I have no pets.",I eat both plants and animals.,Entrepreneur,Moffitt late nights,Ice skating,Fall,At the beach,Tea,7,7,7,7,0.4,0.7,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,bioengineering,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,I love the caliber of professors I will have access too,5+,4,I eat both plants and animals.,Entrepreneur,doe library,Ice skating,Winter,In the mountains,Coffee,3,5,1,4,0.2,1,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,English and Economics,None.,1,The environment-- both the amazing people I have met and being in the bay area (getting to experience the city and the beautiful surrounding nature),5+,1 younger sister and 2 dogs,I eat mostly plants.,Humanist,Free speech cafe,Ice skating,Fall,In the mountains,Tea,7,4,7,9,0.1,0.9,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my third year.,Economics,None.,1,Campus,0,4,I eat both plants and animals.,Entrepreneur,Haas School of Business,Ice skating,Spring,At the beach,Coffee,8,10,5,3,0,0.5,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The networking opportunities,0,2,I eat both plants and animals.,Entrepreneur,Haas,Snowboarding,Summer,At the beach,Coffee,5,6,5,6,0.001,0.75,0.03,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,MCB and IB,None.,1,It's pretty and has a lot of libraries,5+,3 brothers and 1 sister,I eat both plants and animals.,Other,Main Stacks of Doe Library,Ice skating,Fall,At the beach,Coffee,8,7,8,7,0.76,0.98,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,I intend to major in Economics.,None.,NA,My favorite thing about Cal is the school spirit.,5+,3,I eat both plants and animals.,Artist,Doe Library,I am not excited to watch the Olympics.,Winter,At the beach,Coffee,6,4,6,6,0.1,0.98,0.15,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Statistics,Some. I've had to write code for one or two classes and am comfortable with it.,6,"The mindset that we can use what we learn to do good in the world, and the quality of education in general, combined with the people who make it possible to create a positive learning environment.",0,"0 pets, 1 sibling",I eat only plants.,Computational Scientist,Unit 1 study area,I am not excited to watch the Olympics.,Spring,At the beach,Tea,5,8,7,4,0.05,0.05,0.02,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,There are many things to learn from the talented people at Cal!,0,1,I eat both plants and animals.,Social Scientist,East Asian Library,Ice skating,Spring,In the mountains,Tea,4,8,7,2,0.2,0.2,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,economics,None.,1,The environment and the amount of community.,2,2 + 2,I eat both plants and animals.,Social Scientist,Doe library,Ice skating,Fall,At the beach,Coffee,5,8,4,6,0.3,0.45,NA,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my first year.,Political Science,None.,1,I love the buildings on campus.,2,7,I eat both plants and animals.,Social Scientist,my dorm,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,7,5,8,9,0.7,1,0.07,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Economics and Psychology,Very little. I've just dipped my toe in.,2,The people and the fact that it's a walking campus,0,2,I eat mostly plants.,Social Scientist,Romeo's cafe,Ice skating,Fall,At the beach,Tea,10,7,5,7,0,0.6,0.6,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,All of the opportunities and the drive that everyone has.,0,2,I eat both plants and animals.,Social Scientist,mainstacks,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,3,8,5,10,0.4,0.8,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Data Science and Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,The community,2,1 sibling,I eat both plants and animals.,Artist,Main Stacks,Ice skating,Spring,At the beach,Coffee,5,5,7,8,0.4,0.8,NA,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Legal Studies,None.,1,Oskie,1,3 Pets 5 Siblings,I eat both plants and animals.,Humanist,Moffit Library,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,3,6,7,4,0.3,0.7,0.08,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,"Data Science, ISF",Very little. I've just dipped my toe in.,1,"The people!!! There are so many unique, smart, hardworking, interesting, kind, etc. people. They make this uni experience special.",0,4 pets (currently—varies); 3 siblings,I eat both plants and animals.,Other,"Have not thoroughly explored yet, but so far I like the Student Union and the Morrison Library",I am not excited to watch the Olympics.,NA,In the mountains,Tea,5,5,5,5,0.05,0.2,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,No,None.,1,Pretty campus,2,2 dogs 1 brother,I eat both plants and animals.,Other,Morrison library.,Ice skating,Summer,At the beach,Coffee,10,7,4,6,0.3,0.8,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Econ,None.,1,I like the academic atmosphere here.,2,0,I eat both plants and animals.,Social Scientist,library,Speed skating,Summer,At the beach,Coffee,4,3,8,3,0.1,0.1,NA,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,NA,Very little. I've just dipped my toe in.,3,I love the top-notch education I receive at Cal. I also enjoy attending all the game days with my friends.,4,0 pets and 1 older brother,I eat both plants and animals.,NA,Strada Cafe or the glade,Snowboarding,Winter,In the mountains,Tea,7,8,NA,NA,NA,NA,NA,No,Duck-sized horse,NA,NA,NA,NA,NA,NA,NA
I'm in my fourth year.,data science,Some. I've had to write code for one or two classes and am comfortable with it.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I'm in my second year.,Political economy,Very little. I've just dipped my toe in.,2,I like meeting interesting students.,0,3,I eat both plants and animals.,Humanist,Music Library,Ice skating,Spring,At the beach,Tea,7,6,8,6,0.2,0.9,0.05,No,Horse-sized duck,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Strong academics,2,2,I eat both plants and animals.,Entrepreneur,not sure yet but probably going to be library,Alpine skiing,Winter,In the mountains,I don't drink either,6,1,1,10,0.7,0.2,0.04,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Computer science and DS minor,Some. I've had to write code for one or two classes and am comfortable with it.,5,I love how spirited everyone is.,4,"2 siblings, 1 dog",I eat both plants and animals.,Computational Scientist,I really love to study in Doe.,Ice skating,Spring,In the mountains,Tea,6,6,6,6,0.7,0.9999999,NA,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,Algebra,2,1 sibling,I eat both plants and animals.,Entrepreneur,Doe library,Ice skating,Spring,At the beach,Tea,5,6,8,6,0.6,0.7,0.2,Yes,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Psychology,Some. I've had to write code for one or two classes and am comfortable with it.,8,I love the people,0,2,I eat both plants and animals.,Social Scientist,Moffit,Bobsled/Luge/Skeleton,Summer,In the mountains,Coffee,5,6,1,10,NA,NA,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,3,The school spirit and the campus vibes.,0,1,I eat both plants and animals.,Other,My own room,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,4,7,7,6,0.35,0.97,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Economics and Data Science,Very little. I've just dipped my toe in.,3,I love the community and culture of work hard play hard.,0,2,I eat both plants and animals.,Computational Scientist,Cafe Milano,I am not excited to watch the Olympics.,Summer,In the mountains,Tea,2,7,4,3,0.05,1,0.05,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business /Econ,"A bit. I've used coding in a limited capacity, such as for a small part of a course",2,Diversity,5+,2,I eat both plants and animals.,Entrepreneur,Moffit,Ice skating,Winter,At the beach,Coffee,5,5,7,6,0.3,0.9,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Econ / Stat,None.,1,Faculty members have extensive knowledge of their field and they are enthusiastic. I love to learn from them. The Campanile.,1,1 younger sister,I eat both plants and animals.,Social Scientist,"East Asian Library, Yali's Qualcomm Cafe",Speed skating,Winter,At the beach,Tea,3,7,9,3,0.3,0.98,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,EECS,A good deal. I have several years of experience writing code.,8,The community.,0,2,I eat mostly plants.,Computational Scientist,Moffitt,Snowboarding,Summer,In the mountains,I don't drink either,4,8,4,7,0.213563,0.357632,0.025,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Statistics,Very little. I've just dipped my toe in.,3,The area,1,"3, 3",I eat both plants and animals.,Artist,SLC,I am not excited to watch the Olympics.,Summer,In the mountains,Tea,7,4,1,10,0.5,1,0.03,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Environmental Science,Very little. I've just dipped my toe in.,3,RSF,2,1,I eat both plants and animals.,Natural Scientist,Environmental Design Library,Speed skating,Fall,In the mountains,Tea,7,8,3,3,0.2,0.9,0.7,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my third year.,Nutritional Science,Very little. I've just dipped my toe in.,2,diversity,2,"1 sibling , 1 pet",I eat both plants and animals.,Other,EOP study space,Ice skating,Winter,At the beach,Tea,5,7,7,4,0.00000001,0.000001,0.04,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my first year.,Economics (intended),None.,1,All the opportunities available.,0,One sibling,I eat both plants and animals.,Humanist,In the fountain at Sproul Plaza.,I am not excited to watch the Olympics.,Summer,In the mountains,Coffee,5,5,5,5,0.01,0.001,0.15,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,BioEngineering,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,My favorite thing is the diverse community.,0,2,I eat both plants and animals.,Natural Scientist,Moffit Library.,Snowboarding,Spring,In the mountains,Coffee,5,7,5,5,0.5,0.3,0.1,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Smart people,0,0,I eat both plants and animals.,Humanist,Doe Library,I am not excited to watch the Olympics.,Summer,At the beach,Tea,4,7,3,8,0.1,0.65,0.2,Yes,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Computer Science and Data Science,Some. I've had to write code for one or two classes and am comfortable with it.,6,The hardworking environment,0,4 siblings 0 pets,I eat both plants and animals.,Computational Scientist,Moffitt Library,Snowboarding,Winter,At the beach,Tea,6,8,3,4,0.3,0.84,0.1,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,MCB and Econ,None.,1,Seeing that everyone strives to do their best here at Cal,2,2,I eat both plants and animals.,Other,Moffitt Undergraduate Library,Ice skating,Fall,At the beach,Coffee,4,5,4,7,0.05,0.15,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,Political Science and Economics,Some. I've had to write code for one or two classes and am comfortable with it.,6,The beautiful campus.\,4,I have two siblings and no pets,I eat both plants and animals.,Humanist,Doe Library,Ice skating,Summer,At the beach,Tea,8,7,7,4,0.37,0.89,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Its diversity and all support given to students!,0,4 siblings,I eat both plants and animals.,Social Scientist,The library!,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,3,4,5,4,0.1,0.01,0.03,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Political science and business,None.,NA,Friends and professors,0,0,I eat both plants and animals.,Artist,Dorm,Ice skating,Summer,At the beach,Tea,5,5,5,5,5,3,5,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Analytics and Media Studies,None.,1,Diversity,3,5,I eat both plants and animals.,Humanist,Doe,Ice skating,Fall,At the beach,I don't drink either,5,5,5,10,50,100,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,Mathemtics/ Economics,None.,1,"The ongoing challenges, which enable you to figure it out by yourself and ultimately grow.",0,2+0,I eat both plants and animals.,Social Scientist,Stacks Level D,Alpine skiing,Summer,At the beach,Coffee,8,6,2,3,0.12345,0.345,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Ecosystem Mangement and Forestry,None.,1,That it is a distinguished public school.,0,5,I eat only plants.,Natural Scientist,Moffitt Library,I am not excited to watch the Olympics.,Winter,In the mountains,I don't drink either,7,1,3,3,0.01,0.5,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Business Administration,Very little. I've just dipped my toe in.,2,The people,0,1 + 1,I eat both plants and animals.,Entrepreneur,Moffit,I am not excited to watch the Olympics.,Fall,At the beach,Tea,7,8,3,3,0,1,0.05,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economic,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,NA,0,0 pets + 1 Sibling,I eat both plants and animals.,Entrepreneur,MLK,Alpine skiing,Spring,At the beach,Tea,8,10,5,8,0.995,0.995,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,"Media Studies, Poli Econ, or potentially Business",None.,1,"The people! They are so warm, collaborative, and driven.",5+,2,I eat both plants and animals.,Entrepreneur,Doe Library,Ice skating,Summer,At the beach,Coffee,6,4,7,8,0.3,0.95,0.15,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,econ,None.,1,weather,3,3pets,I eat both plants and animals.,Entrepreneur,library,Ice skating,Spring,At the beach,Coffee,3,2,3,7,0.4,1,0.03,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,4,"It’s very resourceful and informative, and nice people.",3,1,I eat both plants and animals.,Social Scientist,Moffitt,Snowboarding,Summer,In the mountains,Tea,6,3,6,4,0.1,0.4,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
More than 4 years.,Electrical Engineering and Computer Science,A good deal. I have several years of experience writing code.,10,My friends at Cal,2,8,I eat both plants and animals.,Computational Scientist,"CAEE, Moffitt first floor, Cal nerds",Snowboarding,Summer,At the beach,Coffee,7,7,6,6,0.6,1,0.08,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
